price,flooring,water_availability_hours,available_units,towers,locality_rank,locality_rating,locality_review_count,environment_rating,commuting_rating,places_of_interest_rating,rera_id,electricity_availability_hours,construction,ownership,authority_approval,bed,bath,parking,area,flat_on_floor,total_floor,lift,balcony,lattitude,longitude,project_in_acres,project_age_months,builder,project_name,furnish,city,location,property_type,status,extra_rooms,facing,seller,overlooking,bath_bed_ratio,bed_area_ratio,bed_bath_ratio,bed_balcony_ratio,project_density,compactness_ratio,floor_ratio,remaining_floors,area_per_bedroom,area_per_bathroom,area_per_balcony,area_per_parking,balcony_to_bed_ratio,parking_to_bed_ratio,lift_to_total_floor_ratio,distance_to_center_km,education_mean_km,education_min_km,education_within_2km,transport_mean_km,transport_min_km,transport_within_2km,shopping_centre_mean_km,shopping_centre_min_km,shopping_centre_within_2km,commercial_hub_mean_km,commercial_hub_min_km,commercial_hub_within_2km,hospital_within_2km,tourist_within_2km,overall_min_mean_km,overall_avg_mean_km,overall_min_min_km,overall_avg_min_km,total_within_2km,assigned_amenities_score,amenities_count
₹1.80 cr,vitrified,24.0,1512.0,10.0,14.0,3.9,44.0,3.9,4.0,3.7,,,under construction,,,2.0,2.0,1.0,635.0,,,4.0,,19.20777713,72.96747907,1.3006,69.0,raymond realty,tenx habitat raymond realty,unfurnished,thane,pokhran road,new property,under construction,,,organization,,1.0,0.0031496062992125984,1.0,,1162.54036598493,488.2361986775335,,,317.5,317.5,,635.0,,0.5,,1.259356278344754,1.8333333333333333,1.2,2,5.05,3.0,0,2.25,2.1,0,,,0,0,0,1.8333333333333333,3.0444444444444443,1.2,2.1,2,321.0,46
₹2.37 cr,"vitrified, wooden, ceramic tiles",24.0,810.0,6.0,11.0,4.1,574.0,4.0,4.2,4.2,p52000026796,no/rare powercut,under construction,,,3.0,3.0,1.0,1905.0,,,4.0,,19.08060457,73.07393855,17.0,76.0,paradise group,paradise sai world empire,unfurnished,navi mumbai,kharghar,new property,under construction,,,realestateagent,,1.0,0.0015748031496062992,1.0,,47.64705882352941,112.05882352941177,,,635.0,635.0,,1905.0,,0.3333333333333333,,7.756120529108451,3.04,1.1,1,2.7600000000000002,1.9,1,4.12,2.3,0,6.0,2.3,0,0,0,2.7600000000000002,3.9800000000000004,1.1,1.9,2,410.0,59
₹1.80 cr,,24.0,412.0,2.0,401.0,4.4,108.0,4.4,4.3,4.4,p51800020350,no/rare powercut,under construction,,,2.0,2.0,1.0,623.0,,,2.0,,19.24877774,72.86379288,1.0,50.0,n rose developers pvt. ltd.,northern hills,unfurnished,mumbai,dahisar east,new property,under construction,,,organization,,1.0,0.0032102728731942215,1.0,,412.0,623.0,,,311.5,311.5,,623.0,,0.5,,31.298556144743085,7.525,0.8,2,10.266666666666666,0.2,2,5.38,0.2,4,18.5,18.4,0,0,0,5.38,10.417916666666667,0.2,4.8999999999999995,8,84.0,13
₹1.64 cr,vitrified,24.0,339.0,1.0,118.0,3.8,35.0,3.6,3.7,4.1,p51800053527,no/rare powercut,under construction,,,2.0,2.0,,702.0,,23.0,,,19.13870425,72.85996367,1.0,13.0,avant group,avant heritage v,unfurnished,mumbai,jogeshwari east,new property,under construction,,,organization,,1.0,0.002849002849002849,1.0,,339.0,702.0,,,351.0,351.0,,,,,,19.27763396641402,,,0,,,0,,,0,,,0,0,0,,,,,0,119.0,18
₹1.26 cr,vitrified,24.0,174.0,1.0,376.0,3.5,20.0,3.3,3.8,3.5,p51800035010,no/rare powercut,under construction,,,1.0,2.0,1.0,608.0,,,3.0,,19.0553080482794,72.9228495020468,2.0,32.0,mj shah,centrionx,unfurnished,mumbai,govandi,new property,under construction,,,organization,,2.0,0.001644736842105263,0.5,,87.0,304.0,,,608.0,304.0,,608.0,,1.0,,15.08500328723071,2.06,1.2,3,1.2,1.2,1,3.85,2.3,0,,,0,0,0,1.2,2.3699999999999997,1.2,1.5666666666666664,4,72.0,10
₹1.23 cr,"vitrified, wooden, ceramic tiles",24.0,35.0,1.0,13.0,3.3,171.0,3.4,3.5,3.1,p52000021522,no/rare powercut,,,,2.0,2.0,,770.0,,10.0,3.0,,18.98125891,73.03124307,0.7413,27.0,progressive group,progressive prive,unfurnished,navi mumbai,ulwe,new property,ready to move,,,organization,,1.0,0.0025974025974025974,1.0,,47.214353163361665,1038.7157695939566,,,385.0,385.0,,,,,0.3,5.8735123281278785,5.35,3.3,0,4.4,4.4,0,7.366666666666667,4.4,0,11.200000000000001,4.8,0,0,0,4.4,7.0791666666666675,3.3,4.2250000000000005,0,63.0,9
₹100.0 lac,"mosaic, vitrified, wooden, marble",24.0,950.0,16.0,17.0,3.8,141.0,3.7,3.8,3.9,p52000029849,no/rare powercut,under construction,,,3.0,1.0,1.0,849.0,,,1.0,,19.00278852,73.13349188,9.0,27.0,vishesh group,balaji symphony,unfurnished,navi mumbai,panvel,new property,under construction,,,organization,,0.3333333333333333,0.0035335689045936395,3.0,,105.55555555555556,94.33333333333333,,,283.0,849.0,,849.0,,0.3333333333333333,,12.394822257085545,1.54,1.1,5,0.45,0.4,2,2.96,0.4,3,16.849999999999998,7.8,0,1,0,0.45,4.619999999999999,0.4,2.2,11,271.0,36
₹34.3 lac,vitrified,24.0,28.0,1.0,13.0,3.3,171.0,3.4,3.5,3.1,p52000050611,no/rare powercut,under construction,,,,,,270.0,,,1.0,,18.96296305674467,73.02426388522322,0.0862,21.0,aurus homes,la casa,unfurnished,navi mumbai,ulwe,new property,under construction,,,organization,,,,,,324.82598607888633,3132.2505800464037,,,,,,,,,,7.800645057777331,5.35,3.3,0,4.4,4.4,0,7.366666666666667,4.4,0,11.200000000000001,4.8,0,0,0,4.4,7.0791666666666675,3.3,4.2250000000000005,0,30.0,5
₹1.04 cr,vitrified,24.0,107.0,1.0,126.0,4.1,381.0,4.1,4.1,4.2,p51800012150,no/rare powercut,under construction,,,1.0,2.0,,370.0,,13.0,2.0,,19.10880306,72.85552701,,87.0,gagangiri construction,aerovista,unfurnished,mumbai,andheri east,new property,under construction,,,organization,,2.0,0.002702702702702703,0.5,,,,,,370.0,185.0,,,,,0.15384615384615385,15.959426422330447,66.35,11.2,0,,,0,6.9399999999999995,1.9,1,3.7600000000000002,0.8,4,2,0,1.4333333333333333,19.620833333333334,0.7,3.65,7,134.0,19
₹1.15 cr,"vitrified, marble",24.0,1313.0,2.0,,3.8,13.0,3.8,3.8,3.7,p51700033430,no/rare powercut,under construction,,,2.0,2.0,,578.0,,40.0,,,19.27923118,72.88752793,2.0,24.0,jp infra realty pvt ltd,the palace tower,unfurnished,thane,vinay nagar,new property,under construction,,,organization,,1.0,0.0034602076124567475,1.0,,656.5,289.0,,,289.0,289.0,,,,,,35.129826823496984,1.475,0.5,3,3.55,2.5,0,3.9,3.9,0,7.18,1.3,1,0,0,1.475,4.02625,0.5,2.0500000000000003,4,140.0,19
₹1.47 cr,vitrified,24.0,118.0,1.0,135.0,4.0,111.0,4.0,4.1,4.0,p51800052127,no/rare powercut,under construction,,,2.0,3.0,,607.0,,16.0,3.0,,19.07907,72.907976,0.2298,16.0,aakruti enterprises,om priyadarshani,unfurnished,mumbai,ghatkopar east,new property,under construction,,,organization,,1.5,0.0032948929159802307,0.6666666666666666,,513.4899912967797,2641.427328111401,,,303.5,202.33333333333334,,,,,0.1875,15.769841133126222,3.88,0.6,3,3.35,0.8,1,0.4666666666666666,0.2,3,7.925,3.1,0,2,0,0.4666666666666666,3.2343333333333333,0.2,1.04,9,129.0,19
₹1.16 cr,vitrified,24.0,300.0,3.0,11.0,4.1,574.0,4.0,4.2,4.2,p52000022975,no/rare powercut,under construction,,,2.0,2.0,,680.0,,47.0,4.0,,19.08256911,73.08055798,2.2239,19.0,adhiraj constructions,adhiraj capital city tower meraki,unfurnished,navi mumbai,kharghar,new property,under construction,,,organization,,1.0,0.0029411764705882353,1.0,,134.89815189531905,305.7691442960565,,,340.0,340.0,,,,,0.0851063829787234,8.419574196104538,3.04,1.1,1,2.7600000000000002,1.9,1,4.12,2.3,0,6.0,2.3,0,0,0,2.7600000000000002,3.9800000000000004,1.1,1.9,2,57.0,9
₹33.0 lac,,24.0,307.0,2.0,524.0,3.8,33.0,3.9,3.8,3.8,p99000054750,no/rare powercut,under construction,,,1.0,2.0,,362.0,,19.0,2.0,,19.42876348,72.80897426,1.0,9.0,abhinav realtors,av pride,unfurnished,palghar,nala sopara west,new property,under construction,,,organization,,2.0,0.0027624309392265192,0.5,,307.0,362.0,,,362.0,181.0,,,,,0.10526315789473684,30.07315936796331,,,0,5.3,5.3,0,3.5500000000000003,2.7,0,31.833333333333332,25.8,0,0,1,0.8,9.016666666666666,0.8,7.639999999999999,1,248.0,34
₹1.39 cr,,24.0,168.0,1.0,232.0,4.0,139.0,3.9,4.0,4.0,p51800050555,no/rare powercut,under construction,,,2.0,2.0,,623.0,,20.0,2.0,,19.15608564,72.94130268,0.9998,10.0,ashapura realtors,samarth aura,semi-furnished,mumbai,bhandup west,new property,under construction,,,organization,,1.0,0.0032102728731942215,1.0,,168.03360672134426,623.124624924985,,,311.5,311.5,,,,,0.1,24.709956269359143,5.1000000000000005,0.4,1,6.0,1.7,1,4.4,0.9,1,8.15,6.0,0,1,0,0.7,4.87,0.4,1.94,4,71.0,10
₹61.2 lac,vitrified,24.0,109.0,1.0,43.0,3.7,62.0,4.0,3.6,3.6,p52000052699,no/rare powercut,under construction,,,3.0,3.0,,840.0,,,2.0,,19.08563233,73.11055595,2.1503,15.0,s m hitech developers,sm jewel,unfurnished,navi mumbai,taloja,new property,under construction,,,realestateagent,,1.0,0.0035714285714285713,1.0,,50.690601311444915,390.6431660698507,,,280.0,280.0,,,,,,11.172800480893386,3.9,2.8,0,3.0599999999999996,1.2,1,7.959999999999999,6.6,0,12.65,12.4,0,0,0,3.0599999999999996,6.8925,1.2,5.75,1,235.0,34
₹1.76 cr,vitrified,24.0,95.0,4.0,135.0,4.0,111.0,4.0,4.1,4.0,p51800032434,no/rare powercut,under construction,,,2.0,2.0,1.0,637.0,13.0,17.0,2.0,,19.08508539,72.91351664,0.6926,40.0,drushti group,drushti sapphire,unfurnished,mumbai,ghatkopar east,new property,under construction,,,realestateagent,,1.0,0.0031397174254317113,1.0,,137.1643084031187,919.7227837135432,0.7647058823529411,4.0,318.5,318.5,,637.0,,0.5,0.11764705882352941,16.6566341138212,3.88,0.6,3,3.35,0.8,1,0.4666666666666666,0.2,3,7.925,3.1,0,2,0,0.4666666666666666,3.2343333333333333,0.2,1.04,9,118.0,18
₹1.53 cr,,24.0,385.0,3.0,155.0,4.0,256.0,4.1,3.9,4.1,p51800014539,no/rare powercut,under construction,,,2.0,2.0,,594.0,,45.0,,,19.1749536837097,72.943103519999,7.0,93.0,ashwin sheth group and emami group,sheth montana,unfurnished,mumbai,mulund west,new property,under construction,,,organization,,1.0,0.003367003367003367,1.0,,55.0,84.85714285714286,,,297.0,297.0,,,,,,26.57305332219651,4.0,1.0,2,5.375025,0.0001,2,2.26002,0.0001,4,5.819999999999999,1.5,2,0,0,2.26002,4.3637612500000005,0.0001,0.62505,10,260.0,36
₹1.33 cr,,24.0,287.0,4.0,233.0,4.0,2.0,3.9,3.8,4.4,p51800013296,no/rare powercut,under construction,,,2.0,2.0,1.0,630.0,,20.0,,,19.14871992,72.94278085,1.0,102.0,atul projects,atul horizon,unfurnished,mumbai,bhandup,new property,under construction,,,organization,,1.0,0.0031746031746031746,1.0,,287.0,630.0,,,315.0,315.0,,630.0,,0.5,,24.125837490068232,0.6000000000000001,0.4,2,0.8,0.8,1,2.4666666666666663,0.6,1,2.7,0.6,2,1,0,0.6000000000000001,1.5733333333333333,0.4,0.74,7,150.0,21
₹1.13 cr,vitrified,24.0,501.0,4.0,17.0,3.8,141.0,3.7,3.8,3.9,p52000031831,no/rare powercut,under construction,,,2.0,2.0,,680.0,,47.0,,,18.97802107,73.11548427,2.0,33.0,kalpataru ltd.,kalpataru park riviera,unfurnished,navi mumbai,panvel,new property,under construction,,,organization,,1.0,0.0029411764705882353,1.0,,250.5,340.0,,,340.0,340.0,,,,,,11.753576500717317,1.54,1.1,5,0.45,0.4,2,2.96,0.4,3,16.849999999999998,7.8,0,1,0,0.45,4.619999999999999,0.4,2.2,11,71.0,10
₹1.0 cr,vitrified,24.0,,3.0,17.0,3.8,141.0,3.7,3.8,3.9,p52000050193,no/rare powercut,under construction,,,1.0,2.0,,492.0,,38.0,,,18.91369074,73.19588896,11.0,10.0,hiranandani group,hiranandani golden willows,unfurnished,navi mumbai,panvel,new property,under construction,,,organization,,2.0,0.0020325203252032522,0.5,,,44.72727272727273,,,492.0,246.0,,,,,,22.761391678837146,1.54,1.1,5,0.45,0.4,2,2.96,0.4,3,16.849999999999998,7.8,0,1,0,0.45,4.619999999999999,0.4,2.2,11,63.0,9
₹1.03 cr,vitrified,24.0,50.0,1.0,401.0,4.4,108.0,4.4,4.3,4.4,p51800054585,no/rare powercut,under construction,,,1.0,1.0,1.0,410.0,,,,,19.25164844363007,72.86199988078452,0.2768,24.0,shantee homes,muktangan residency,semi-furnished,mumbai,dahisar east,new property,under construction,,,organization,,1.0,0.0024390243902439024,1.0,,180.63583815028903,1481.21387283237,,,410.0,410.0,,410.0,,1.0,,31.579095064873453,7.525,0.8,2,10.266666666666666,0.2,2,5.38,0.2,4,18.5,18.4,0,0,0,5.38,10.417916666666667,0.2,4.8999999999999995,8,106.0,15
₹2.66 cr,vitrified,24.0,298.0,5.0,102.0,4.0,292.0,3.8,3.9,4.3,p51800032784,no/rare powercut,under construction,,,2.0,2.0,,752.0,,15.0,,,19.0459181155422,72.8975231581492,10.0,103.0,hubtown ltd.,hubtown seasons,unfurnished,mumbai,chembur,new property,under construction,,,organization,,1.0,0.0026595744680851063,1.0,,29.8,75.2,,,376.0,376.0,,,,,,12.369271988327576,2.25,1.3,3,,,0,5.033333333333333,2.7,0,7.26,1.5,1,0,2,1.5,4.010833333333333,1.3,1.75,6,101.0,14
₹1.13 cr,,24.0,64.0,1.0,193.0,4.0,102.0,4.1,3.9,4.0,p51800052639,no/rare powercut,under construction,,,1.0,2.0,,452.0,,,2.0,,19.16430018,72.95466732,,15.0,ms keytech,om mayuresh,semi-furnished,mumbai,mulund east,new property,under construction,,,organization,,2.0,0.0022123893805309734,0.5,,,,,,452.0,226.0,,,,,,26.26127109745746,7.966666666666668,1.6,1,,,0,7.5,3.8,0,11.066666666666668,9.4,0,0,0,7.5,8.844444444444447,1.6,4.933333333333334,1,46.0,6
₹1.18 cr,,,248.0,6.0,318.0,3.8,43.0,3.8,3.9,3.8,,,under construction,,,1.0,2.0,,424.0,,,,1.0,19.1303464798827,72.934955451681,0.3049,48.0,runwal group,runwal avenue,unfurnished,mumbai,kanjurmarg east,new property,under construction,,,realestateagent,,2.0,0.0023584905660377358,0.5,1.0,813.3814365365694,1390.6198753689735,,,424.0,212.0,424.0,,1.0,,,21.991122517305783,15.899999999999999,15.4,0,1.4,1.4,1,15.7,15.7,0,,,0,0,0,1.4,11.0,1.4,10.833333333333334,1,68.0,10
₹98.5 lac,,,,,,4.0,32.0,4.0,4.1,4.0,,,under construction,,,2.0,2.0,,599.0,,,,,19.282975,72.873618,,,raj realty group,raj heritage 2,unfurnished,thane,mira road east,new property,under construction,,,realestateagent,,1.0,0.00333889816360601,1.0,,,,,,299.5,299.5,,,,,,13.332363164341292,,,0,,,0,0.9,0.9,1,,,0,0,0,0.9,0.9,0.9,0.9,1,,1
₹63.0 lac,,,,,,4.0,32.0,4.0,4.1,4.0,,,under construction,,,1.0,2.0,,400.0,,,,1.0,19.282975,72.873618,,,shree salasar sahakar,shree ram krishna garden,unfurnished,thane,mira road east,new property,under construction,,,realestateagent,,2.0,0.0025,0.5,1.0,,,,,400.0,200.0,400.0,,1.0,,,13.332363164341292,,,0,,,0,0.9,0.9,1,,,0,0,0,0.9,0.9,0.9,0.9,1,,1
₹2.09 cr,,,601.0,3.0,186.0,3.9,289.0,3.9,3.9,4.0,,,under construction,,,2.0,2.0,,756.0,,,,1.0,19.2004841,72.87492736,3.0,10.0,mahindra lifespace developers ltd.,mahindra vista,unfurnished,mumbai,kandivali east,new property,under construction,,,realestateagent,,1.0,0.0026455026455026454,1.0,2.0,200.33333333333334,252.0,,,378.0,378.0,756.0,,0.5,,,26.31735842021912,2.55,0.5,1,2.45,1.8,1,1.7600000000000002,1.0,3,4.0,3.4,0,0,0,1.7600000000000002,2.69,0.5,1.6749999999999998,5,101.0,13
₹1.31 cr,,,172.0,2.0,77.0,3.8,20.0,3.9,3.9,3.8,,,,,,2.0,2.0,,473.0,,,,,19.015415,72.860149,25.0,71.0,ajmera realty & infra india ltd.,ajmera greenfinity,unfurnished,mumbai,wadala east,new property,ready to move,,,realestateagent,,1.0,0.004228329809725159,1.0,,6.88,18.92,,,236.5,236.5,,,,,,7.17995431142135,1.0333333333333334,0.8,3,0.8666666666666667,0.3,3,3.9333333333333336,2.1,0,3.4,2.7,0,0,0,0.8666666666666667,2.3083333333333336,0.3,1.475,6,119.0,18
₹68.1 lac,,,,,,4.0,32.0,4.0,4.1,4.0,,,under construction,,,1.0,2.0,,432.0,,,,2.0,19.282975,72.873618,,,raj realty group,raj heritage 2,unfurnished,thane,mira road east,new property,under construction,,,realestateagent,,2.0,0.0023148148148148147,0.5,0.5,,,,,432.0,216.0,216.0,,2.0,,,13.332363164341292,,,0,,,0,0.9,0.9,1,,,0,0,0,0.9,0.9,0.9,0.9,1,,1
₹3.39 cr,,,432.0,3.0,170.0,3.9,242.0,3.9,3.7,4.1,,,less than 5 years,,,2.0,2.0,,905.0,,,,3.0,19.1629924,72.8393019,4.0,146.0,sunteck realty ltd.,sunteck city avenue 1,unfurnished,mumbai,goregaon west,new property,ready to move,,,realestateagent,,1.0,0.0022099447513812156,1.0,0.6666666666666666,108.0,226.25,,,452.5,452.5,301.6666666666667,,1.5,,,21.465560431243357,4.866666666666666,0.6,1,8.7,7.6,0,2.08,0.1,4,4.66,1.7,2,3,0,0.3,4.121333333333333,0.1,2.0199999999999996,10,83.0,11
₹1.68 cr,,,,,269.0,4.3,364.0,4.4,4.2,4.4,,,under construction,,,2.0,2.0,,689.0,,,,,19.2101312179652,72.8305011930765,,,shreeji sharan group of companies,building no 18 the gateway,unfurnished,mumbai,kandivali west,new property,under construction,,,realestateagent,,1.0,0.002902757619738752,1.0,,,,,,344.5,344.5,,,,,,26.569911484772927,,,0,0.0001,0.0001,2,0.32006,0.0001,5,,,0,4,0,0.0001,2.0600733333333334,0.0001,0.0001,11,,1
₹3.44 cr,,,147.0,3.0,102.0,4.0,292.0,3.8,3.9,4.3,,,less than 5 years,,,2.0,2.0,,561.0,,,,1.0,19.0327996,72.8963568,2.0,59.0,godrej properties,godrej rks,unfurnished,mumbai,chembur,new property,,,,realestateagent,,1.0,0.0035650623885918,1.0,2.0,73.5,280.5,,,280.5,280.5,561.0,,0.5,,,11.353510814098033,2.25,1.3,3,,,0,5.033333333333333,2.7,0,7.26,1.5,1,0,2,1.5,4.010833333333333,1.3,1.75,6,148.0,22
₹78.0 lac,,,,,269.0,4.3,364.0,4.4,4.2,4.4,,,under construction,,,1.0,2.0,,423.0,,,,,19.2101312179652,72.8305011930765,,,bhairav smile infraprojects,ocean breeze,unfurnished,mumbai,kandivali west,new property,under construction,,,realestateagent,,2.0,0.002364066193853428,0.5,,,,,,423.0,211.5,,,,,,26.569911484772927,,,0,0.0001,0.0001,2,0.32006,0.0001,5,,,0,4,0,0.0001,2.0600733333333334,0.0001,0.0001,11,,1
₹24.0 lac,,,485.0,4.0,83.0,3.3,0.0,3.5,3.4,2.9,,,under construction,,,1.0,1.0,,391.0,,,,,19.7019886,72.7747325,3.0,51.0,mahindra lifespace developers ltd.,mahindra happinest palghar 2,unfurnished,palghar,palghar,new property,under construction,,,realestateagent,,1.0,0.0025575447570332483,1.0,,161.66666666666666,130.33333333333334,,,391.0,391.0,,,,,,0.7757297350530014,1.0,1.0,1,,,0,,,0,,,0,0,0,1.0,1.0,1.0,1.0,1,60.0,8
₹2.08 cr,,,60.0,3.0,155.0,4.0,256.0,4.1,3.9,4.1,,,under construction,,,2.0,3.0,,745.0,,,,1.0,19.1749536837097,72.943103519999,12.0,21.0,arkade group,arkade nest,unfurnished,mumbai,mulund west,new property,under construction,,,realestateagent,,1.5,0.0026845637583892616,0.6666666666666666,2.0,5.0,62.083333333333336,,,372.5,248.33333333333334,745.0,,0.5,,,26.57305332219651,4.0,1.0,2,5.375025,0.0001,2,2.26002,0.0001,4,5.819999999999999,1.5,2,0,0,2.26002,4.3637612500000005,0.0001,0.62505,10,232.0,32
₹89.0 lac,,,,,483.0,3.9,79.0,3.9,4.0,4.0,,,under construction,,,2.0,2.0,,530.0,,,,3.0,19.3096844760714,72.8623193046283,,,jp infra realty pvt ltd,codename starlife,unfurnished,thane,bhayandar east,new property,under construction,,,realestateagent,,1.0,0.0037735849056603774,1.0,0.6666666666666666,,,,,265.0,265.0,176.66666666666666,,1.5,,,16.105377158197726,19.75,1.6,1,13.233333333333334,0.6,2,37.3,37.3,0,37.4,33.7,0,0,1,0.6,21.656666666666666,0.6,14.76,4,,1
₹70.0 lac,,,360.0,5.0,401.0,4.4,108.0,4.4,4.3,4.4,,,under construction,,,1.0,2.0,,509.0,,,,3.0,19.2530390003417,72.8684258373265,3.0,128.0,darvesh group,darvesh horizon,unfurnished,mumbai,dahisar east,new property,under construction,,,realestateagent,,2.0,0.0019646365422396855,0.5,0.3333333333333333,120.0,169.66666666666666,,,509.0,254.5,169.66666666666666,,3.0,,,31.85543569527676,7.525,0.8,2,10.266666666666666,0.2,2,5.38,0.2,4,18.5,18.4,0,0,0,5.38,10.417916666666667,0.2,4.8999999999999995,8,100.0,15
₹6.77 cr,,,450.0,2.0,48.0,4.0,22.0,3.9,3.9,4.1,,,under construction,,,3.0,3.0,,1111.0,,,,1.0,18.9763051806034,72.8384452613639,2.0,29.0,lodha group,lodha bellevue,unfurnished,mumbai,byculla,new property,under construction,,,realestateagent,,1.0,0.0027002700270027003,1.0,3.0,225.0,555.5,,,370.3333333333333,370.3333333333333,1111.0,,0.3333333333333333,,,3.0707157140181653,1.1800000000000002,0.5,4,0.6,0.6,1,2.7,2.5,0,4.2,1.4,1,0,0,0.6,2.17,0.5,1.25,6,261.0,35
₹4.95 cr,,,284.0,5.0,102.0,4.0,292.0,3.8,3.9,4.3,,,less than 5 years,,,3.0,2.0,,1221.0,,,,1.0,19.04861686,72.90787005,5.0,36.0,meraki habitats llp,one meraki,unfurnished,mumbai,chembur,new property,ready to move,,,realestateagent,,0.6666666666666666,0.002457002457002457,1.5,3.0,56.8,244.2,,,407.0,610.5,1221.0,,0.3333333333333333,,,13.390788964106966,2.25,1.3,3,,,0,5.033333333333333,2.7,0,7.26,1.5,1,0,2,1.5,4.010833333333333,1.3,1.75,6,130.0,17
₹1.60 cr,,,728.0,4.0,17.0,3.8,141.0,3.7,3.8,3.9,,,under construction,,,3.0,2.0,,1122.0,,,,2.0,18.9894007,73.1175162,8.0,100.0,paradise group,sai world city,unfurnished,navi mumbai,panvel,new property,under construction,,,realestateagent,,0.6666666666666666,0.00267379679144385,1.5,1.5,91.0,140.25,,,374.0,561.0,561.0,,0.6666666666666666,,,11.34036517283533,1.54,1.1,5,0.45,0.4,2,2.96,0.4,3,16.849999999999998,7.8,0,1,0,0.45,4.619999999999999,0.4,2.2,11,193.0,27
₹1.22 cr,,,231.0,4.0,135.0,4.0,111.0,4.0,4.1,4.0,,,under construction,,,1.0,1.0,,430.0,,,,1.0,19.07907,72.907976,2.0,46.0,l&t realty,centrona,unfurnished,mumbai,ghatkopar east,new property,under construction,,,realestateagent,,1.0,0.002325581395348837,1.0,1.0,115.5,215.0,,,430.0,430.0,430.0,,1.0,,,15.769841133126222,3.88,0.6,3,3.35,0.8,1,0.4666666666666666,0.2,3,7.925,3.1,0,2,0,0.4666666666666666,3.2343333333333333,0.2,1.04,9,26.0,4
₹1.38 cr,vitrified,24.0,114.0,1.0,236.0,4.1,379.0,4.0,3.7,4.5,,no/rare powercut,new construction,,,2.0,2.0,,572.0,,,2.0,,19.1940346300819,72.8257561606587,,37.0,dotom realty,sapphire dotom isle,unfurnished,mumbai,malad west,new property,,,,realestateagent,"garden/park, main road",1.0,0.0034965034965034965,1.0,,,,,,286.0,286.0,,,,,,24.74742904400006,4.25,0.4,1,,,0,1.58,0.7,3,7.033333333333334,5.6,0,2,1,0.7,2.9326666666666665,0.4,1.6199999999999999,7,,1
₹2.77 cr,,,1200.0,20.0,17.0,3.8,141.0,3.7,3.8,3.9,,,under construction,,,4.0,4.0,,1630.0,,,,3.0,18.9894007,73.1175162,250.0,104.0,hiranandani group,hiranandani fortune city,unfurnished,navi mumbai,panvel,new property,under construction,,,realestateagent,,1.0,0.00245398773006135,1.0,1.3333333333333333,4.8,6.52,,,407.5,407.5,543.3333333333334,,0.75,,,11.34036517283533,1.54,1.1,5,0.45,0.4,2,2.96,0.4,3,16.849999999999998,7.8,0,1,0,0.45,4.619999999999999,0.4,2.2,11,236.0,35
₹2.81 cr,,,1000.0,11.0,110.0,4.0,11.0,4.0,3.8,4.2,,,under construction,,,3.0,2.0,,992.0,,,,,19.13713827,72.86249879,6.0,31.0,kalpataru ltd.,kalpataru vivant,unfurnished,mumbai,jogeshwari vikhroli link road,new property,under construction,,,realestateagent,,0.6666666666666666,0.0030241935483870967,1.5,,166.66666666666666,165.33333333333334,,,330.6666666666667,496.0,,,,,,19.185775833905357,2.5,2.3,0,4.25,4.2,0,4.15,4.0,0,3.94,1.6,1,0,0,2.5,3.71,1.6,3.025,1,122.0,17
₹1.67 cr,,,,,170.0,3.9,242.0,3.9,3.7,4.1,,,under construction,,,2.0,2.0,,695.0,,,,,19.1630920855215,72.8398088005091,,,virendra hiraalal doshi,siddharth nagar goodwill chsl,unfurnished,mumbai,goregaon west,new property,under construction,,,realestateagent,,1.0,0.0028776978417266188,1.0,,,,,,347.5,347.5,,,,,,21.484334524575477,4.866666666666666,0.6,1,8.7,7.6,0,2.08,0.1,4,4.66,1.7,2,3,0,0.3,4.121333333333333,0.1,2.0199999999999996,10,,1
₹1.49 cr,,,1512.0,10.0,14.0,3.9,44.0,3.9,4.0,3.7,,,under construction,,,2.0,2.0,,565.0,,,,1.0,19.20777713,72.96747907,1.3006,69.0,raymond realty,tenx habitat raymond realty,unfurnished,thane,pokhran road,new property,under construction,,,realestateagent,,1.0,0.0035398230088495575,1.0,2.0,1162.54036598493,434.4148854374904,,,282.5,282.5,565.0,,0.5,,,1.259356278344754,1.8333333333333333,1.2,2,5.05,3.0,0,2.25,2.1,0,,,0,0,0,1.8333333333333333,3.0444444444444443,1.2,2.1,2,321.0,46
₹2.28 cr,,,160.0,1.0,170.0,3.9,242.0,3.9,3.7,4.1,,,under construction,,,2.0,2.0,,745.0,,,,,19.1630920855215,72.8398088005091,0.3998,30.0,silver lifespace private limited,silver serene,unfurnished,mumbai,goregaon west,new property,under construction,,,realestateagent,,1.0,0.0026845637583892616,1.0,,400.200100050025,1863.431715857929,,,372.5,372.5,,,,,,21.484334524575477,4.866666666666666,0.6,1,8.7,7.6,0,2.08,0.1,4,4.66,1.7,2,3,0,0.3,4.121333333333333,0.1,2.0199999999999996,10,125.0,18
